seller_id,seller_zip_code_prefix,seller_city,seller_state
ad87df7699e83b8a91822a4a0b765c3a,13820,jaguariuna,SP
d6b664fa0667064c6d76394e7848d790,14801,araraquara,SP
98f52e1020fe788c10c0418de4393fec,27963,macae,RJ
62760d278921b5f352461620d68a9cee,13320,salto,SP
1d4587203296c8f4ad134dc286fa6db0,5101,sao paulo,SP
791cfcfe22fe4a771ece27f90017da92,14010,ribeirao preto,SP
0c8380b62e38e8a1e6adbeba7eb9688c,37410,tres coracoes,MG
37be5a7c751166fbc5f8ccba4119e043,4248,sao paulo,SP
44073f8b7e41514de3b7815dd0237f4f,71070,brasilia,DF
9d39404483343dd55c7ae254494d8388,1044,sao paulo,SP
75745ef7bc7d4f3ea3380f6f5303f514,70384,brasilia,DF
7b07b3c7487f0ea825fc6df75abd658b,2016,sao paulo,SP
99002261c568a84cce14d43fcffb43ea,78095,cuiaba,MT
784ba75dd9d20200c4caed3d7a77141a,1040,sao paulo,SP
099095b050cfe8eb1ddff5317587e96e,3322,sao paulo,SP
0ad80de75c811326389cfb1daba7d45e,20261,rio de janeiro,RJ
b9a03475e6447e631b6799ec8274800f,85830,formosa do oeste,PR
82e0a475a88cc9595229d8029273f045,3417,sao paulo,SP
34aefe746cd81b7f3b23253ea28bef39,81210,curitiba,PR
ed4acab38528488b65a9a9c603ff024a,8260,sao paulo,SP
f0837c8d71434931d9e38e7b79234797,95995,arvorezinha,RS
fce62094ffe6a4009188ec44e681dfdd,4674,sao paulo,SP
ebef8d8c92b4fd3226e5d407bbff21ac,14020,ribeirao preto,SP
d73cbd89533ce8b041a9190241453ac8,36525,guiricema,MG
75a4764c108403a7a0575140cb22287c,95072,caxias do sul,RS
0ade5cc4a305ed7093a23f68ca47519c,81030,curitiba,PR
b18dc380845b24038cfc48006478f099,9951,diadema,SP
889009a0ed0bb52c87819941192931b8,18682,lencois paulista,SP
4c498c7345e89aebad651544829beca0,6341,carapicuiba,SP
01bcc9d254a0143f0ce9791b960b2a47,76400,uruacu,GO
f021c962aaba8ef6eb527a9c2c8394d1,88301,itajai,SC
024b564ae893ce8e9bfa02c10a401ece,3280,sao paulo,SP
a513150f33f99a06569e9cd5c4bb889b,1545,sao paulo,SP
02f5837340d7eb4f653d676c7256523a,80620,curitiba,PR
c8e135e7b21ecbc36c1153a29d2f5a06,1411,sao paulo,SP
229c3efbfb0ea2058de4ccdfbc3d784a,30190,belo horizonte,MG
f9a02f1922d1de564392e656d82b3fda,8502,ferraz de vasconcelos,SP
6ec1a01e866584bb679eb9b098345919,11040,santos,SP
f6122bc84774df1b372bdb3bb88ddb9f,6436,barueri,SP
fa40cc5b934574b62717c68f3d678b6d,2310,sao paulo,SP
c0098efcf800861dcae589affca31408,14080,ribeirao preto,SP
270d3ef21830ad0ecf3a6c53d08a533a,6380,carapicuiba,SP
89c127985a8b130cfa45c1d36764017a,6016,osasco,SP
8b2492b7ff4468839593fafeed55bad9,24451,sao goncalo,RJ
5e49e3a44bdeb5aab2684258bbd4f525,88330,balenario camboriu,SC
aaed1309374718fdd995ee4c58c9dfcd,89120,timbo,SC
11d4c477d09821164bca4f70a2eae031,14075,ribeirao preto,SP
ff314fa6033cc68ec451c47aee2d6ba4,5424,sao paulo,SP
6d2f2e3b539480db1e0842b3a4e32e6e,7051,guarulhos,SP
9e6229250fedbe05838fef417b74e7fb,16800,mirandopolis,SP
5abb8ea023c77787f2c15da891c8d384,89228,joinville,SC
817245bcc3badd82bbd222e0366951a6,17056,bauru,SP
615005a3ef192c00c6f0e977cee3d2bc,13304,itu,SP
1284de4ae8aa26997e748c851557cf0e,85301,laranjeiras do sul,SP
5fd924b4836098a5be0ecf81ba054ce0,3554,sao paulo,SP
7178f9f4dd81dcef02f62acdf8151e01,89560,videira,SC
8132b9bd16876e1b0f8808d43825dd48,88058,florianopolis,SC
3f995f07c49d0d55a99d5c54957f7d81,6853,itapecerica da serra,SP
a6bd7d1ccdac48c6b33b28596b7eb122,58280,mamanguape,PB
6650fcccd8cd2f7e55ffa524f30c4c59,8490,sao paulo,SP
3db66a856d18a9cba7c9241fc5221c50,35430,ponte nova,MG
10ff823eda2b032e2c93d17a7d294736,17280,pederneiras,SP
b4a476fbd28de64b1e347abf9089366a,6653,itapevi,SP
39c763cca83e654764b7a4a650fb9b7c,74563,goiania,GO
dadc51ef321949ec9a3ab25cd902e23d,4821,sao paulo,SP
83b08de96980757220871b31bf6cffca,21820,rio de janeiro,RJ
bee36b4f9a2b9fdcaff6ec05df202ed0,3308,sao paulo,SP
c85d7b477a709c85a1e8b8f25aa1b270,9640,sao bernardo do campo,SP
800214c63934acd05d47e84214db8ba8,89251,jaragua do sul,SC
5cf1ec37aea089f45110c70653a166ab,2215,sao paulo,SP
3d621842b2ed28e2b474132480edac3c,8041,sao paulo,SP
baf15155e37ef5492731459bdc05be8a,5715,sao paulo,SP
a17f621c590ea0fab3d5d883e1630ec6,18055,sorocaba,SP
8ca5b19e0263150d2c57afdde2b3d011,9336,maua,SP
eec3469d83e142f9a104886655338c37,17030,bauru,SP
fe4cd9461203cee790d36792420b310f,35300,caratinga,MG
f5fea3ffed6c2e889bab72705557c63a,21240,rio de janeiro,RJ
ececbfcff9804a2d6b40f589df8eef2b,14407,franca,SP
1b4c3a6f53068f0b6944d2d005c9fc89,88730,sao ludgero,SC
b92e3c8f9738272ff7c59e111e108d7c,36502,uba,MG
b8555308bfdb4ca1ed54325a58da9a97,9751,sao bernardo do campo,SP
781a66c0d89e30814d49fe8b5e14cd07,13064,campinas,SP
a4bd6e9adf39b63f43dc545d3ca1f53d,21020,rio de janeiro,RJ
fa8d335d68129e464e60c1826a683e96,95660,tres coroas,RS
4917cee8d902e13428c3ec4b1ca6f315,89031,blumenau,SC
dff87e4de60c9736ce8df835951b09bc,3172,sao paulo,SP
ac1ed5fc15901fbc92920361eb4ab350,3334,sao paulo,SP
f9903dd0f812c7e771fcad47b6fff231,89070,blumenau,SC
5011f0d93373a4c5753adf58ca77af8d,11013,santos,SP
50c9975695009e5e6473912e83a6d1da,35530,claudio,MG
7aa4334be125fcdd2ba64b3180029f14,18500,laranjal paulista,SP
b14db04aa7881970e83ffa9426897925,18048,sorocaba,SP
31ae0774c17fabd06ff707cc5bde005f,13478,americana,SP
1099a00e0ee3a50935e6c2447ca090c5,20921,rio de janeiro,RJ
3d700782d7818f2c1e0d7a9e9d75fc00,86170,sertanopolis,SP
a3e9a2c700480d9bb01fba070ba80a0e,14940,ibitinga,SP
9f505651f4a6abe901a56cdc21508025,4102,sao paulo,SP
17adeba047385fb0c67d8e90b4296d21,7052,guarulhos,SP
7142540dd4c91e2237acb7e911c4eba2,16301,penapolis,SP
c04d70d515d15a7e3db3a73320598566,24020,niteroi,RJ
a3a38f4affed601eb87a97788c949667,89204,joinville,SC
744dac408745240a2c2528fb1b6028f3,83408,colombo,PR
9b013e03b2ab786505a1d3b5c0756754,11450,vicente de carvalho,SP
38e679b9e0064cd94c6f035707344dae,86010,londrina,PR
5444b12c82f21c923f2639ebc722c1ea,2051,sao pauo,SP
83deb69e889cf80f82be1dc6d5f2d486,88056,florianopolis,SC
54aa8463e87776b5612f4bdc4bd5d4de,30550,belo horizonte,MG
79ebd9a61bac3eaf882805ed4ecfa12a,85802,cascavel,PR
88af55b4a7ca402b27df16f7c7c9b5d2,6775,taboao da serra,SP
b026643914f651e8371425e5b8a1e780,22783,rio de janeiro,RJ
8e6d7754bc7e0f22c96d255ebda59eba,12233,sao jose dos campos,SP
92c8bc6e8f925792247656fed09aad65,3384,sao paulo,SP
3ca08eeb8d5595949fed424bd3677742,82510,curitiba,PR
cbd996ad3c1b7dc71fd0e5f5df9087e2,15081,sao jose do rio preto,SP
15b3b1b81484422eb41df68ac87f1f50,17047,bauru,SP
e067ad2c1c0b48758eb1b5228bcf7a68,11045,santos,SP
f1fd5ab1181f827ffad998c1a5de7d74,80010,curitiba,PR
a7c88262832dfc683781d6a421edefae,8710,mogi das cruzes,SP
4e85b538b0dad58852641540686d0e14,12238,sao jose dos campos,SP
093805f8f2aeb63881444571e1f48f30,6236,osasco,SP
5acd070dd3fe441bbb2ec1f1ede515ee,13203,jundiai,SP
cb9fb4ca75d7ba8437480e8dde64fe98,3551,sao paulo,SP
ce33c6211beaa8fef4cae8b52db39862,8655,suzano,SP
081acf3de680d554796c9cf041be7bc2,33200,vespasiano,MG
6989574bd97d9773f10d232b6c07da59,80040,curitiba,PR
8501d82f68d23148b6d78bb7c4a42037,89031,blumenau,SC
7f02656561b680def9986c0795a8a080,1417,sao paulo,SP
6d803cb79cc31c41c4c789a75933b3c7,14600,sao joaquim da barra,SP
5f2684dab12e59f83bef73ae57724e45,5125,sao paulo,SP
f97e2b0650c2068227e1d366140eb62f,13830,santo antonio de posse,SP
8b321bb669392f5163d04c59e235e066,1212,sao paulo,SP
32f83ffe11cd40f7adcf4eef171f52d9,97502,uruguaiana,RS
76d64c4aca3a7baf218bf93ef7fa768d,80215,curitiba,PR
f8f35af4634605e6693c17cc3ffff5a8,37400,campanha,MG
004c9cd9d87a3c30c522c48c4fc07416,14940,ibitinga,SP
3bdff180c7e1f6551a643b99c265a120,4811,sao paulo,SP
aced59e9b31ef866a94f9e7f29d8d418,3306,sao paulo,SP
d2572f31e9023e9850ef986a636ff9bf,30640,belo horizonte,MG
c731d18cea9bf687ffee82a241c25b11,89701,concordia,SC
3dc69bf2c42f0568a5c4791ec3fd3745,2880,sao paulo,SP
c42fd8e4d47dfb18ce5222f2dd7752f9,6246,osasco,SP
2dd1fb6f0e42a2243b8a01e40cd41216,80240,curitiba,PR
a7c53f6b3b61adbdaa99dda97e8cbd56,14780,barretos,SP
5bffbafbb22daf6d3bfc216a46db8708,26525,nilopolis,RJ
011b0eaba87386a2ae96a7d32bb531d1,17580,pompeia,SP
43753b27d77860f1654aa72e251a7878,44895,barro alto,BA
822b63912576852aea9a8436d72317b7,13840,mogi guacu,SP
87d30a6a0cbf89356e49324971ab1d24,2036,sao paulo,SP
217f005bb37ff3aeef5b2ae1788e75ba,6038,osasco,SP
cac4e0bc1a3269fa2b6ea5e763f6115b,88351,brusque,SC
8ec76bb0965af3f007692b26fa9d6623,88804,criciuma,SC
aba1721a889e04decc910aa13b768ef4,5729,sao paulo,SP
cab85505710c7cb9b720bceb52b01cee,2252,sao paulo,SP
8c3b533c63cca56240f94f1e3a6b18ef,31050,belo horizonte,MG
1fdc574883ef3b33ad41562d93f3a74a,13480,limeira,SP
33cbda8716511e27e556dff9d8418bf2,89052,blumenau,SC
6cd68b3ed6d59aaa9fece558ad360c0a,31255,belo horizonte,MG
3df020b72d3d44b3af9d110fa3940b65,15704,jales,SP
537eb890efff034a88679788b647c564,20270,rio de janeiro,RJ
4be2e7f96b4fd749d52dff41f80e39dd,69900,rio branco,AC
48fb026ed7455a42f5d3e9390ed5088e,27321,barra mansa,RJ
0d33a55da925bbf1ff02af5f6059fc7f,5632,sao paulo,SP
955fee9216a65b617aa5c0531780ce60,4782,sao paulo,SP
f805b96fa705ba7995a221f1749dc141,87013,maringa,PR
751bdc4d83a466c7206cd42e8f426b03,9405,ribeirao pires,SP
d93b8458c6fe139d85cfa5eadbf55bd2,2238,sao paulo,SP
38f276ca6e7cc95a6d1bb55ac9e5550f,17520,marilia,SP
eae9af4811c294c56795d70e715b7337,3060,sao paulo,SP
fc4751cfe3b279c419615b9b00c1abb4,86047,londrina,PR
e1a210d482714ce337763a19aef94ba4,85807,cascavel,PR
34675b28b826facfde119785bf287dc1,85802,cascavael,PR
5a93f3ab0ef4c84ed5e1b5dbf23978bc,12250,monteiro lobato,SP
e1b12447a7563944843191754aeb5562,7145,guarulhos,SP
2f3d8b4c9e2ee165075331fea3f3095a,88107,sao jose,SC
d3f39f05462b79a4562d35893a28f159,13730,mococa,SP
528ce32f560edd11add4169f6a5b65be,18130,sao roque,SP
0176f73cc1195f367f7b32db1e5b3aa8,14940,ibitinga,SP
01cf7e3d21494c41fb86034f2e714fa1,85603,francisco beltrao,PR
c8771b1a10bb99bb34d3c459c5cffb53,36512,tocantins,SP
e9bc59e7b60fc3063eb2290deda4cced,87083,maringa,PR
6f229cc508fc6915ed5c499efd93baa4,21931,rio de janeiro,RJ
b0b346d3a89f5eb4c2968af3f083cd43,13105,campinas,SP
a0415d9b25ede3c4b1e477e9916ffc03,26255,nova iguacu,RJ
3dfd3dc96f7f8598eca74e9ac8a2fa31,3343,sao paulo,SP
fa1a9dec3a9940c072684a46728bf1fc,88820,icara,SC
cb8bcce248bb1fb274ba762d8b971456,37540,santa rita do sapucai,MG
b6d44737c043328708f6749c2dbe50bd,9230,santo andre,SP
972d0f9cf61b499a4812cf0bfa3ad3c4,88359,brusque,SC
8c91bfea4263b8fba54081460693e2a1,98920,horizontina,RS
38af8acfd46ac4a7bf754e8ca6736664,4364,sao paulo,SP
75fdd0a732287f9497b179f6bd445d32,9350,maua,SP
e5bd51692380fd8cabb19b756b95e714,9220,santo andre,SP
cfb1a033743668a192316f3c6d1d2671,18110,votorantim,SP
adcf50477d6a1f5d91bb9d54c4903cb5,35530,claudio,MG
f2336e113377dd21c744d9c4fc8293a9,3659,sao paulo,SP
f25e239052084705e17a982bc600ab2a,1123,sao paulo,SP
f326006815956455b2859abd58fe7e39,15601,fernandopolis,SP
6a51fc556dab5f766ced6fbc860bc613,17500,marilia,SP
a90a5da8b09e44264a177c0374a5ac87,84010,ponta grossa,PR
ea6b12bf9ffe2bac34602ec631d97a47,7093,guarulhos,SP
fa7ad8ae9bcb2c4493fdf38e96b1d74f,13920,pedreira,SP
67e43d802fde8cfd3f9580124f8167d1,7062,guarulhos,SP
259f7b5e6e482c230e5bfaa670b6bb8f,8550,poa,SP
dd7ddc04e1b6c2c614352b383efe2d36,3471,sao paulo,SP
f457c46070d02cadd8a68551231220dd,87047,maringa,PR
5962468f885ea01a1b6a97a218797b0a,82040,curitiba,PR
1f50f920176fa81dab994f9023523100,15025,sao jose do rio preto,SP
2b1a40c1daabc6ca280c4b815c101841,35500,divinopolis,MG
3d0cd21d41671c46f82cd11176bf7277,89217,joinville,SC
d93919c944be9cff128f6c9cb899eacb,13375,mombuca,SP
f7ba60f8c3f99e7ee4042fdef03b70c4,9628,sao bernardo do campo,SP
0ee4fb99ac55ffbbc98795aa01b7f8fa,6539,santana de parnaiba,SP
002100f778ceb8431b7a1020ff7ab48f,14405,franca,SP
70f84699be677ec988d1fa824aef7d90,35700,sete lagoas,MG
70ee69419916dc13e3aed619061f996c,8780,mogi das cruzes,SP
8ff1a9df749e454105c55cda13e79143,17509,marilia,SP
5236605f4d4b0b3e4df85b850393fca0,3311,sao paulo,SP
45c20d94d9171b0bcfab3c955e47d67b,13490,cordeiropolis,SP
5bc237df65098fe211bb4818f4d26d78,38410,uberlandia,MG
eebb3372362aa9a46975164bed19a7e7,4578,sao paulo,SP
2ec6e37d992a95eaddb3369dcbcc76d9,91310,porto alegre,RS
f84a00e60c73a49e7e851c9bdca3a5bb,20756,rio de janeiro,RJ
e5a38146df062edaf55c38afa99e42dc,1233,sao paulo,SP
80cfd480be3eb6d6267139f5cb793555,8223,sao paulo,SP
62c50c1af4dfdc4149d25c5222043d39,4782,sao paulo,SP
f45122a9ab94eb4f3f8953578bc0c560,13419,piracicaba,SP
7901646fdd36a55f564ffaf2dbccaaf7,20021,rio de janeiro,RJ
6481e96574816ead57975da2c0f6d80d,18072,sorocaba,SP
13e85aac53340018b40c2af68001b7e0,13920,pedreira,SP
b6dc74ed30f124f95227bed4e43a3bed,86702,arapongas,PR
48436dade18ac8b2bce089ec2a041202,27277,volta redonda,SP
f5f2ab9bdb6b30c14c61be68c5ed37da,13660,porto ferreira,SP
c76d418370990614e89e956c7a7567d9,6787,taboao da serra,SP
ceb7b4fb9401cd378de7886317ad1b47,22790,04482255,RJ
2c54051840f19eca309a5423cf22df36,81830,curitiba,PR
ee27a8f15b1dded4d213a468ba4eb391,74210,goiania,GO
5b92bfa4120daa27c574daa2e386c693,18070,sorocaba,SP
1554a68530182680ad5c8b042c3ab563,37580,monte siao,MG
fc38b5dceee1a730fad8853453437fbd,13073,campinas,SP
152ee17e4c8aaf53dac99f3462e4999b,89248,garuva,SC
04aa0a1c5ce6b222003403a3e11c3cc0,13150,cosmopolis,SP
1e47defeeadeca0e9a18fa5a9311e735,15800,catanduva,SP
a7b7354cc588f7566a848bcbb1ce3d96,1215,sao paulo,SP
ef0ace09169ac090589d85746e3e036f,24451,sao goncalo,RJ
918717417d88a9f9ae9735567e6c7682,5547,sao paulo,SP
f19516b9ff26bfeb091b30108db4ddbd,13160,artur nogueira,SP
562f8cfc51f265411f487d07e9c40e7f,30575,belo horizonte,MG
07017df32dc5f2f1d2801e579548d620,58030,joao pessoa,PB
52092ddbd3a58c450a4459bf051b2287,17300,dois corregos,SP
f1198c871e0171278b63f40d112caeec,1220,sao paulo,SP
87142160b41353c4e5fca2360caf6f92,90230,porto alegre,RS
a0e19590a0923cdd0614ea9427713ced,83075,sao jose dos pinhais,PR
11305281b50fff20ae8bb473f8e11876,36500,uba,MG
8a207b6080964f3c1fc9d35bd6096ba4,15155,jaci,SP
fa1c13f2614d7b5c4749cbc52fecda94,13170,sumare,SP
bf100ecb7997df312b285358fb32f92c,83070,sao jose dos pinhais,PR
3504c0cb71d7fa48d967e0e4c94d59d9,9350,maua,SP
de09d00cfc265b8804c7df34075a68fa,2118,sao paulo,SP
638cba8be1fb599bbb76fd6948351eb3,12242,sao jose dos campos,SP
2f73e04d12cdf0c945ded66bb3fcf6c7,29313,cachoeiro de itapemirim,ES
fbc14c0cf93505ef89f64665ffa4a7b5,14150,serrana,SP
c3ee2331a724e6fc02c4b698b57a73f3,5108,sao paulo,SP
ddd51ae8cda92f3995a51fc0f0f3eec7,23062,rio de janeiro,RJ
2bdb95a56a36ebbc6640337ac5eac174,4054,sao paulo,SP
34d1ca11b242c0fee2c834ae8d788566,36415,congonhas,MG
96493fab2fbb13a14d0c0e8772eef5c3,5537,sao paulo,SP
7c1fea10b5b006671d608b1d7c446ec4,18550,boituva,SP
b6e1504972665f739dec4facb9943775,13405,piracicaba,SP
99eaacc9e6046db1c82b163c5f84869f,14400,franca,SP
8603f0038fe0e52fedd3382d266723de,88495,garopaba,SC
d98eec89afa3380e14463da2aabaea72,90010,porto alegre,RS
ab75b89cc49c9ab3160d0c91565a442a,17604,tupa,SP
23613d49c3ac2bd302259e55c06c050c,13660,porto ferreira,SP
93b9a99027bd8bd6af682aff18dd19bf,7600,mairipora,SP
0bf0150d5b9d60d9cd2906003332f085,1547,sao paulo,SP
7ecef8194babfec876ca720714327841,13041,campinas,SP
5075aaa8404020ae6aa8bf4792099b41,37706,pocos de caldas,MG
d354c38a7182125a748cb10474fe963b,28495,aperibe,RJ
9996ae921c50e8dff411ac69c0b4bb8b,17605,tupa,SP
c3cfdc648177fdbbbb35635a37472c53,80610,curitiba,PR
1ce3ae5a399804d1a87e706f8a813c3e,88715,jaguaruna,SC
2138ccb85b11a4ec1e37afbd1c8eda1f,8250,sao paulo,SP
83d458c0d6d4f94295d63f091460bd60,29101,vila velha,SP
ef30892870c278497523264be1be2241,14801,araraquara,SP
5a32c398a06c345440bf2a683b017ad3,21070,rio de janeiro,RJ
db46ca7bce82b11f7e247539271fc390,23080,rio de janeiro,RJ
ad420dd0c4f92f8af951ac24b86d0cf5,38230,fronteira,MG
f61c63d13f7cd800549d5acdd390ae72,18185,pilar do sul,SP
054694fa03fe82cec4b7551487331d74,15840,itajobi,SP
b7d5b4b87af9d42b601865d3f3810bff,88020,florianopolis,SC
7315baebc0572ff220d226283dc66728,13560,sao carlos,SP
c8b0e2b0a7095e5d8219575d5e7e1181,8598,itaquaquecetuba,SP
38102b031c2a15e54623d711bfc753d3,62170,mucambo,CE
160e4f13fd3a64b1b86807be88b5ffb0,83409,colombo,PR
8ccf3cf69651cc1d8a02c8bfaf3b8568,13504,rio claro,SP
391fc6631aebcf3004804e51b40bcf1e,14940,ibitinga,SP
da03c298e3999e9d828591fc2179d109,4041,sao paulo,SP
8a2d12a90e92f012ce5226fc6592b653,81210,curitiba,PR
762ed976527cddf02787edba70fffa2a,86026,londrina,PR
7994081388d55b9cf976c050653dd359,1244,sao paulo,SP
585175ec331ea177fa47199e39a6170a,39400,montes claros,MG
e59aa562b9f8076dd550fcddf0e73491,82810,curitiba,PR
e84ad2127668df3aafc6b73531a0beb8,4613,sao paulo,SP
1a6245add4353f18ed55138808906979,9694,sao bernardo do campo,SP
e9779976487b77c6d4ac45f75ec7afe9,11701,praia grande,SP
48328ec9a579151d9cc6a86d4a59336c,92310,canoas,RS
73a63f72308aa20a46f4b1632018f196,82510,curitiba,PR
252e76235acb79183cfca6e34f13337d,13090,campinas,SP
db4350fd57ae30082dec7acbaacc17f9,3126,sao paulo,SP
3364a91ec4d56c98e44174de954b94f6,76804,porto velho,RO
4324dd16853115efb0fd9d0d131ba6f4,13720,sao jose do rio pardo,SP
d1a1b40ec554c593a1a99366746289dd,85501,pato branco,PR
55a5b51f93f2b70ea513f5a047b0262a,36301,sao joao del rei,MG
6426d21aca402a131fc0a5d0960a3c90,14091,ribeirao preto,SP
bfd27a966d91cfaafdb25d076585f0da,13930,serra negra,SP
6b15924333bd1a741595fe981ea04822,9541,sao caetano do sul,SP
1c83418358f249c9d6affa52d579db0e,1420,sao paulo,SP
04e38a233f726ef161074ab1c9b0399a,1239,sao paulo,SP
f664f98bfda2eaf266a23ff144e7a872,4001,sao paulo,SP
a369d693961cb93b61ca2cc518872a85,15081,sao jose do rio preto,SP
fb8904a8ea99f8831b64ce27db2c1765,9550,sao caetano do sul,SP
9ed65337433adfbedefd23dd76eaa494,5462,sao paulo,SP
24c1de8d9551c0b4fbc53317d53efda8,58385,serra redonda,PB
0336182e1b3e92f029d5354832045fdf,14940,ibitinga,SP
c03121937e54a93fcc1825c3098bbb6e,82800,curitiba,PR
84c945f15571830c1a91a33978e94009,2851,sao paulo,SP
2d378dbb39815785238c0139c7647fb7,89240,sao francisco do sul,SC
385799a1cddbd26dfeb9157356a42282,4676,sao paulo,SP
934ed5cd1b9c1c7382d0a94a94b9e639,81070,curitiba,PR
6806dad1da97bfb5a9038eac6881f706,83280,guaratuba,PR
00ab3eff1b5192e5f1a63bcecfee11c8,4164,sao paulo,SP
71271995e85f5b8530be99ed54a91b89,91360,porto alegre,RS
a435b009cd956ea60748b5cfbddf2e24,14406,franca,SP
9c0e69c7bf2619675bbadf47b43f655a,12230,sao jose dos campos,SP
52f976b17ea7f2f087f56dcc419328f6,86820,california,PR
3586b8580d9c917874e053a1bb37b5ff,14802,araraquara,SP
6edacfd9f9074789dad6d62ba7950b9c,7135,guarulhos,SP
9dd59e43f0c9f0553244e8f9c2fb247e,85851,foz do iguacu,PR
ccf8813e5a7d6c84d865cd38bfc2b130,12080,taubate,SP
8d956fec2e4337affcb520f56fd8cbfd,9780,sao bernardo do campo,SP
e5a3438891c0bfdb9394643f95273d8e,13483,limeira,SP
f9f68daa2af419d38f745478bcb3da1a,13180,sumare,SP
5058e8c1e82653974541e83690655b4a,8583,itaquaquecetuba,SP
15aec03fe4cf30dfa574cf550f5ff5ff,21862,rio de janeiro,RJ
9674754b5a0cb32b638cec001178f799,4438,sao paulo,SP
c161d1327ebc3a156c09582ab2f59f6c,3521,sao paulo,SP
23ff42c4bf1f8f16cddb19d8b972974a,37975,itau de minas,MG
49067458c68f7701fd334ce326accbe0,36050,juiz de fora,MG
76833248bbc0e65a0293ec62023e4396,16200,birigui,SP
51e0557bc7b86de13e946c60ee91ce39,31510,belo horizonte,MG
